record_id,redcap_data_access_group,hospitalid,reporting_month,phase,stakeholders_qi_team___1,stakeholders_qi_team___2,stakeholders_qi_team___3,stakeholders_qi_team___4,stakeholders_qi_team___5,stakeholders_qi_team___6,stakeholders_qi_team___7,stakeholders_qi_team___8,stakeholders_qi_team___9,stakeholders_qi_team___10,stakeholders_qi_team___11,other_stakeholder,inpatient_iuds,iud_specify___1,iud_specify___2,iud_specify___3,iud_specify___4,iud_specify___5,iud_specify___6,other_iud,inpatient_implant,larc_availability,larc_device,postpartum_iud_protocols,depts_iud_protocol___1,depts_iud_protocol___2,depts_iud_protocol___3,depts_iud_protocol___4,depts_iud_protocol___5,depts_iud_protocol___6,other_dept_iud,postpartum_implant_prot,depts_implant_protocol___1,depts_implant_protocol___2,depts_implant_protocol___3,depts_implant_protocol___4,depts_implant_protocol___5,depts_implant_protocol___6,other_dept_implant,larc_340b,iud_billingcodes,implant_billingcodes,billing_payer___1,billing_payer___2,billing_payer___3,private_insurer___1,private_insurer___2,private_insurer___3,private_insurer___4,private_insurer___5,private_insurer___6,private_insurer___7,private_insurer___8,private_insurer___9,other_privateinsur,billed_devicesplaced,reimbursement___1,reimbursement___2,reimbursement___3,reimbursement___4,reimbursement___5,reimbursement___6,specific_mco,specific_privatepayer,device_iud_tracking,device_tracking_where___1,device_tracking_where___2,device_tracking_where___3,device_tracking_where___4,device_tracking_where___5,other_tracking,iud_revisions___1,iud_revisions___2,iud_revisions___3,iud_revisions___4,iud_revisions___5,iud_revisions___6,iud_revisions___7,other_iud_revisions,device_implant_tracking,device_tracking_where2___1,device_tracking_where2___2,device_tracking_where2___3,device_tracking_where2___4,device_tracking_where2___5,other_tracking2,implant_revisions___1,implant_revisions___2,implant_revisions___3,implant_revisions___4,implant_revisions___5,implant_revisions___6,implant_revisions___7,other_implant_revision,number_sites,education,number_site_education,standard_education,communication_plan,comm_strategy,percent_trained_iplarc,percent_iplarc_iudplace,percent_iplarc_implant,nurse_training,lactationconsult_training,lactationconsultant,socialworkers_training,socialworkers,deliveries,active_larc,active_larc_yes,iuds,implants,number_prenatal,number_prenatal_no,number_prenatal_record,number_deliveryadmiss,sustainability,iplarc_complete
1371-10,northwestern_memor,007,10,,1,1,1,0,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,3,0,0,1,1,0,,1,1,1,1,1,0,0,,3,0,0,1,1,0,,1,1,1,1,1,0,0,,4,1,4,1,2,,1,11,7,1,1,1,1,1,191,1,3,10,1,5,0,3,9,,2
1371-11,northwestern_memor,007,11,,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,0,0,,3,1,1,1,1,0,0,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,3,0,0,1,1,0,,1,1,1,1,0,0,0,,3,0,0,1,1,0,,1,1,1,1,0,0,0,,4,2,,1,3,1,1,11,7,1,1,1,1,1,232,1,3,4,7,3,0,3,10,,2
1371-12,northwestern_memor,007,12,,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,0,0,,3,1,1,1,1,0,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,3,0,0,1,1,0,,1,1,1,1,1,0,0,,3,0,0,1,1,0,,1,1,1,1,1,0,0,,4,2,,1,3,1,1,11,7,8,11,,7,,250,1,3,10,9,4,0,4,10,,2
1371-14,northwestern_memor,007,13,,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,1,11,7,8,11,,8,,239,1,3,19,16,7,0,3,10,,2
1371-15,northwestern_memor,007,14,,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,1,11,10,11,11,,11,,267,1,3,11,18,4,0,4,9,,2
1371-16,northwestern_memor,007,15,,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,4,11,10,11,11,,11,,277,1,3,24,8,5,0,4,10,,2
1371-17,northwestern_memor,007,16,,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,5,11,10,11,11,,11,,299,1,3,20,17,6,0,2,8,,2
1371-18,northwestern_memor,007,17,1,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,6,11,10,11,11,,11,,291,1,3,16,23,3,1,2,8,,2
1371-19,northwestern_memor,007,18,1,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,8,11,10,11,11,,11,,273,1,3,17,12,4,0,6,10,,2
1371-20,northwestern_memor,007,19,1,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,8,11,10,11,11,,11,,309,1,3,18,16,5,0,2,10,,2
1371-21,northwestern_memor,007,20,1,1,1,1,1,1,1,1,1,1,1,1,Quality,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,3,1,1,1,1,0,,1,1,1,1,1,1,0,,3,0,0,1,1,0,,1,1,1,1,1,1,0,,4,2,,2,3,1,8,11,10,11,11,,11,,240,1,3,18,10,3,0,4,9,,2
1372-1,john_h_stroger_jr,040,1,,1,0,1,0,1,0,1,0,0,0,1,"Perinatal Coordinator ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,11,10,1,0,1,1,79,1,3,4,11,0,,,7,,2
1372-2,john_h_stroger_jr,040,2,,1,0,1,0,1,0,1,0,0,0,1,"Perinatal Coordinator  ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,11,10,1,0,1,1,72,1,3,13,5,0,,,7,,2
1372-3,john_h_stroger_jr,040,3,,1,0,1,0,1,0,1,0,0,0,1,"Perinatal Coordinator  ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,11,10,1,0,1,1,81,1,3,5,9,0,,,8,,2
1372-4,john_h_stroger_jr,040,4,,1,0,1,0,1,0,1,0,0,0,1,"Perinatal Coordinator   ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,11,10,1,0,1,1,79,1,3,3,6,0,,,8,,2
1372-5,john_h_stroger_jr,040,5,,1,0,0,0,1,0,1,0,0,0,1,"Perinatal Coordinator  ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,10,10,1,0,1,1,93,1,3,0,8,0,,,9,,2
1372-6,john_h_stroger_jr,040,6,,1,0,0,0,1,0,1,0,1,0,1,"Perinatal Coordinator  ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,10,9,1,0,1,1,84,1,3,1,10,0,,,8,,2
1372-7,john_h_stroger_jr,040,7,,1,0,0,0,1,0,1,0,1,0,1,"Perinatal Administrator",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,2,,10,10,10,9,1,0,1,0,84,1,3,5,6,0,,,8,,2
1372-8,john_h_stroger_jr,040,8,,1,0,0,0,1,0,1,0,1,0,1,"Perinatal Administrator",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,10,9,1,0,1,0,66,1,3,8,16,0,,,6,,2
1372-9,john_h_stroger_jr,040,9,,1,0,0,0,1,0,1,0,0,0,1,"Perinatal Administrator ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,10,10,1,0,1,0,73,1,3,4,11,0,,,7,,2
1372-10,john_h_stroger_jr,040,10,,1,0,0,0,1,0,1,0,1,0,1,"Perinatal Administrator ",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,2,,11,11,11,10,1,0,1,0,89,1,3,9,8,0,,,8,,2
1372-11,john_h_stroger_jr,040,11,,1,0,1,0,1,1,1,0,0,0,1,"Perinatal Coordinator",3,0,1,0,0,1,0,,3,3,3,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,1,,10,10,11,10,1,1,1,1,78,1,3,4,13,1,0,0,10,,2
1372-12,john_h_stroger_jr,040,12,,1,0,1,1,1,1,1,0,0,1,0,,3,0,1,0,0,1,0,,3,3,3,3,1,0,1,1,0,0,,3,1,1,0,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,0,2,,10,10,11,10,1,1,1,1,79,1,3,18,9,6,1,0,10,,2
1372-13,john_h_stroger_jr,040,13,,1,0,1,1,1,1,1,0,0,0,0,,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,0,0,,3,1,1,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,1,2,,10,10,11,10,1,1,1,1,77,1,3,10,14,7,0,0,10,,2
1372-14,john_h_stroger_jr,040,14,,1,0,1,1,1,1,1,0,0,0,0,,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,0,0,,3,1,1,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,1,2,,10,10,11,10,1,1,1,1,101,1,3,10,11,7,2,0,10,,2
1372-15,john_h_stroger_jr,040,15,,1,0,1,1,1,1,1,0,0,0,0,,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,0,0,,3,1,1,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,1,2,,10,10,11,10,1,1,1,1,86,1,3,8,6,7,1,2,10,,2
1372-16,john_h_stroger_jr,040,16,,1,0,1,1,1,1,1,0,0,0,0,,3,0,1,0,0,1,0,,3,3,3,3,1,1,1,1,0,0,,3,1,1,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,,1,2,,10,10,11,10,1,1,1,1,94,1,3,11,9,8,2,0,10,,2
1372-17,john_h_stroger_jr,040,17,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,102,1,3,12,16,9,1,0,10,2,2
1372-18,john_h_stroger_jr,040,18,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,89,1,3,13,4,9,0,0,10,2,2
1372-19,john_h_stroger_jr,040,19,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,85,1,3,7,10,8,2,0,10,2,2
1373-1,ui_health,110,1,,1,0,1,1,1,0,1,0,1,0,0,,3,1,0,0,0,1,0,,3,3,1,3,1,0,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,1,3,1,2,,8,8,9,9,8,,7,,171,1,1,0,,5,,,7,,2
1373-2,ui_health,110,2,,1,0,1,1,1,0,1,0,1,0,0,,3,1,0,0,0,1,0,,3,3,1,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,1,5,1,2,,10,10,10,10,10,,10,,185,1,1,5,,8,0,0,9,,2
1373-3,ui_health,110,3,,1,0,1,1,1,1,1,1,1,1,0,,3,1,0,0,0,1,0,,3,3,1,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,1,7,2,2,,10,10,10,10,10,,8,,166,1,1,3,,8,,,10,,2
1373-4,ui_health,110,4,,1,0,1,1,1,1,1,1,1,1,0,,3,1,0,0,0,1,0,,3,3,1,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,1,7,2,3,1,10,9,10,10,8,,8,,194,1,1,4,,10,,,10,,2
1373-5,ui_health,110,5,,1,1,1,1,1,1,1,1,1,1,0,,3,1,0,0,0,1,0,,3,3,1,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,2,3,1,10,10,10,11,8,,8,,202,1,1,6,,9,,,10,,2
1373-6,ui_health,110,6,,1,1,1,1,1,1,1,1,1,1,0,,3,1,0,0,0,1,0,,3,3,1,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,2,3,1,11,10,10,11,10,,10,,181,1,1,4,,10,,,10,,2
1373-7,ui_health,110,7,,1,0,1,1,1,0,1,0,1,0,0,,3,1,0,0,0,1,0,,3,3,1,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,2,3,1,10,10,10,10,10,,9,,183,1,1,,,10,,,10,,0
1373-8,ui_health,110,8,,1,0,1,1,1,1,1,0,1,0,0,,3,1,0,0,0,0,0,,3,3,1,3,1,0,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,2,3,1,10,10,10,10,10,,9,,196,1,1,,,10,,,10,,0
1373-9,ui_health,110,9,,1,0,1,1,1,0,1,0,1,1,0,,3,1,0,0,0,1,0,,3,3,1,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,1,3,1,10,10,8,10,10,,9,,179,1,1,,,10,,,10,,0
1373-10,ui_health,110,10,,1,0,1,1,1,1,1,1,1,1,0,,3,1,0,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,2,3,1,10,10,10,10,9,,9,,190,1,3,,,10,,,10,,0
1373-11,ui_health,110,11,,1,0,1,1,1,0,1,0,1,1,0,,3,1,0,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,2,3,1,10,10,10,10,9,,9,,166,1,3,8,0,9,1,0,10,,0
1373-12,ui_health,110,12,,1,0,1,1,1,0,1,1,1,0,0,,3,1,0,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,,7,2,,2,3,1,9,9,9,9,9,,9,,172,1,3,3,7,10,0,0,10,,0
1373-13,ui_health,110,13,1,1,0,1,1,1,0,1,1,1,0,0,,3,1,0,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,7,2,,2,3,1,9,9,9,9,9,,9,,177,1,3,0,3,10,0,0,10,,0
1373-14,ui_health,110,14,1,1,0,1,1,1,1,1,1,1,0,0,,3,1,0,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,7,2,,2,3,1,9,9,9,9,9,,9,,157,1,3,0,5,10,0,0,10,,0
1373-15,ui_health,110,15,1,1,0,1,1,1,1,1,1,1,0,0,,3,1,0,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,7,2,,2,3,1,10,9,8,9,9,,9,,188,1,3,,5,10,0,0,10,,0
1373-16,ui_health,110,16,1,1,1,1,1,1,1,1,1,1,1,0,,3,1,0,0,0,1,0,,3,3,3,3,1,1,1,1,1,0,,3,1,1,1,1,1,0,,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,7,2,,2,3,1,9,9,9,9,9,,9,,197,1,3,2,2,10,0,0,10,,0
1373-17,ui_health,110,17,1,1,0,1,1,1,0,1,1,0,0,0,,3,1,0,0,0,1,0,,,3,3,3,1,1,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,3,1,0,0,0,0,,0,0,1,1,0,0,0,,7,2,,2,3,1,,,,,,,,,202,1,3,2,1,10,0,0,10,,0
1376-1,saint_anthony,019,1,,1,0,0,0,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,,1,1,,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,15,0,,0,1,,9,3,6,1,1,,1,,109,0,,,,,,,,,2
1376-2,saint_anthony,019,2,,1,0,0,0,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,,1,1,,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,15,0,,0,1,,9,3,6,1,1,,1,,116,0,,,,,,,,,2
1376-3,saint_anthony,019,3,,1,0,0,0,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,,1,1,,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,15,0,,0,2,,9,3,6,1,1,,1,,107,0,,,,,,,,,2
1376-4,saint_anthony,019,4,,1,0,0,0,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,,1,1,,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,15,0,,0,2,,9,3,6,1,1,,1,,112,0,,,,,,,,,2
1376-5,saint_anthony,019,5,,1,0,0,0,1,1,1,0,1,1,0,,1,0,0,0,0,0,0,,1,1,,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,15,0,,0,2,,9,3,6,1,1,1,1,1,123,0,,,,,,,,,2
1376-6,saint_anthony,019,6,,1,0,0,0,1,1,1,0,1,1,0,,1,0,0,0,0,0,0,,1,1,,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,15,0,,0,2,,9,3,6,1,1,1,1,1,135,0,,,,,,,,,2
